SFAM,HP_k35_queries,HP_k35_fam_rate,HP_k36_queries,HP_k36_fam_rate,FoldSeek_queries,FoldSeek_fam_rate,TEA_queries,TEA_fam_rate
0.325,0,0.0,0,0.0,4,1.0,2,1.0
0.325203,0,0.0,0,0.0,1,1.0,0,0.0
0.326316,0,0.0,0,0.0,3,1.0,1,1.0
0.326446,0,0.0,0,0.0,1,1.0,0,0.0
0.327103,0,0.0,0,0.0,1,1.0,0,0.0
0.327434,0,0.0,0,0.0,3,1.0,0,0.0
0.327586,0,0.0,0,0.0,2,1.0,3,1.0
0.328042,0,0.0,0,0.0,1,1.0,0,0.0
0.328125,0,0.0,0,0.0,1,1.0,0,0.0
0.330189,0,0.0,0,0.0,3,1.0,1,1.0
0.330435,0,0.0,0,0.0,1,1.0,0,0.0
0.333333,0,0.0,0,0.0,79,0.9493670886075949,78,0.8461538461538461
0.335052,0,0.0,0,0.0,1,1.0,0,0.0
0.336283,0,0.0,0,0.0,4,1.0,0,0.0
0.336538,0,0.0,0,0.0,1,1.0,0,0.0
0.336842,0,0.0,0,0.0,3,1.0,0,0.0
0.338462,0,0.0,0,0.0,1,1.0,0,0.0
0.339623,0,0.0,0,0.0,2,1.0,0,0.0
0.340909,0,0.0,0,0.0,4,1.0,0,0.0
0.342593,0,0.0,0,0.0,1,1.0,0,0.0
0.342629,0,0.0,0,0.0,1,1.0,0,0.0
0.342723,0,0.0,0,0.0,1,1.0,0,0.0
0.342857,0,0.0,0,0.0,4,1.0,9,1.0
0.343478,0,0.0,0,0.0,1,1.0,0,0.0
0.34375,0,0.0,0,0.0,5,1.0,3,0.6666666666666666
0.344828,0,0.0,0,0.0,6,1.0,6,1.0
0.345133,0,0.0,0,0.0,1,1.0,0,0.0
0.346154,0,0.0,0,0.0,1,1.0,0,0.0
0.346939,0,0.0,0,0.0,3,1.0,0,0.0
0.347368,0,0.0,0,0.0,4,1.0,1,1.0
0.347826,0,0.0,0,0.0,7,1.0,0,0.0
0.349057,0,0.0,0,0.0,1,1.0,2,1.0
0.349206,0,0.0,0,0.0,1,1.0,0,0.0
0.35,0,0.0,0,0.0,1,1.0,7,1.0
0.350515,0,0.0,0,0.0,1,1.0,1,1.0
0.351852,0,0.0,0,0.0,1,1.0,0,0.0
0.352941,0,0.0,0,0.0,3,1.0,1,1.0
0.353982,0,0.0,0,0.0,1,1.0,0,0.0
0.354167,0,0.0,0,0.0,3,1.0,1,1.0
0.354839,0,0.0,0,0.0,3,0.6666666666666666,0,0.0
0.356164,0,0.0,0,0.0,1,1.0,0,0.0
0.357143,0,0.0,0,0.0,9,1.0,11,0.9090909090909091
0.357895,0,0.0,0,0.0,4,1.0,0,0.0
0.358491,0,0.0,0,0.0,1,1.0,2,1.0
0.359551,0,0.0,0,0.0,1,1.0,1,1.0
0.360825,0,0.0,0,0.0,1,1.0,0,0.0
0.361702,0,0.0,0,0.0,1,1.0,1,1.0
0.362069,0,0.0,0,0.0,1,1.0,1,1.0
0.362832,0,0.0,0,0.0,4,1.0,0,0.0
0.363636,0,0.0,0,0.0,8,1.0,5,1.0
0.364,0,0.0,0,0.0,1,1.0,0,0.0
0.364341,0,0.0,0,0.0,1,1.0,0,0.0
0.364486,0,0.0,0,0.0,1,1.0,0,0.0
0.364583,0,0.0,0,0.0,1,1.0,0,0.0
0.365854,0,0.0,0,0.0,1,1.0,0,0.0
0.366534,0,0.0,0,0.0,1,1.0,0,0.0
0.366667,0,0.0,0,0.0,2,0.5,0,0.0
0.367347,0,0.0,0,0.0,2,1.0,0,0.0
0.368421,0,0.0,0,0.0,6,1.0,4,1.0
0.37037,0,0.0,0,0.0,1,1.0,0,0.0
0.37069,0,0.0,0,0.0,1,1.0,0,0.0
0.370787,0,0.0,0,0.0,1,1.0,1,1.0
0.371429,0,0.0,0,0.0,7,1.0,2,1.0
0.371681,0,0.0,0,0.0,2,1.0,0,0.0
0.371795,0,0.0,0,0.0,1,1.0,0,0.0
0.372,0,0.0,0,0.0,1,1.0,0,0.0
0.373737,0,0.0,0,0.0,1,1.0,0,0.0
0.373786,0,0.0,0,0.0,1,1.0,0,0.0
0.375,0,0.0,0,0.0,10,1.0,4,1.0
0.376,0,0.0,0,0.0,1,1.0,0,0.0
0.378947,0,0.0,0,0.0,1,1.0,1,1.0
0.37931,0,0.0,0,0.0,7,0.8571428571428571,1,1.0
0.38,0,0.0,0,0.0,1,1.0,0,0.0
0.380952,0,0.0,0,0.0,1,1.0,0,0.0
0.38247,0,0.0,0,0.0,1,1.0,0,0.0
0.382609,0,0.0,0,0.0,1,1.0,0,0.0
0.383178,0,0.0,0,0.0,2,1.0,0,0.0
0.383562,0,0.0,0,0.0,1,1.0,0,0.0
0.384615,0,0.0,0,0.0,9,1.0,3,0.6666666666666666
0.385417,0,0.0,0,0.0,1,1.0,0,0.0
0.386364,0,0.0,0,0.0,3,1.0,0,0.0
0.38764,0,0.0,0,0.0,2,1.0,0,0.0
0.387755,0,0.0,0,0.0,1,1.0,1,1.0
0.38806,0,0.0,0,0.0,1,1.0,0,0.0
0.388601,0,0.0,0,0.0,1,1.0,0,0.0
0.388889,0,0.0,0,0.0,2,1.0,2,0.5
0.389474,0,0.0,0,0.0,1,1.0,2,1.0
0.390244,0,0.0,0,0.0,2,1.0,1,1.0
0.391304,0,0.0,0,0.0,4,1.0,0,0.0
0.391753,0,0.0,0,0.0,1,1.0,0,0.0
0.392562,0,0.0,0,0.0,1,1.0,0,0.0
0.392857,0,0.0,0,0.0,3,1.0,2,0.0
0.393258,0,0.0,0,0.0,2,1.0,0,0.0
0.393617,0,0.0,0,0.0,1,0.0,0,0.0
0.393939,0,0.0,0,0.0,1,1.0,0,0.0
0.395652,0,0.0,0,0.0,1,1.0,0,0.0
0.395833,0,0.0,0,0.0,2,1.0,0,0.0
0.396226,0,0.0,0,0.0,2,1.0,0,0.0
0.396552,0,0.0,0,0.0,3,1.0,1,1.0
0.397727,0,0.0,0,0.0,1,1.0,1,1.0
0.398876,0,0.0,0,0.0,1,1.0,1,1.0
0.398964,0,0.0,0,0.0,1,1.0,0,0.0
0.4,0,0.0,0,0.0,52,0.9615384615384616,47,0.9787234042553191
0.401575,0,0.0,0,0.0,1,1.0,0,0.0
0.403846,0,0.0,0,0.0,1,1.0,0,0.0
0.405172,0,0.0,0,0.0,1,1.0,0,0.0
0.405622,0,0.0,0,0.0,1,1.0,1,1.0
0.40625,0,0.0,0,0.0,4,1.0,0,0.0
0.40708,0,0.0,0,0.0,1,1.0,0,0.0
0.407407,0,0.0,0,0.0,5,1.0,3,1.0
0.407767,0,0.0,0,0.0,2,1.0,1,1.0
0.407895,0,0.0,0,0.0,1,1.0,0,0.0
0.408163,0,0.0,0,0.0,2,1.0,0,0.0
0.409091,0,0.0,0,0.0,1,1.0,0,0.0
0.410112,0,0.0,0,0.0,1,1.0,3,1.0
0.410526,0,0.0,0,0.0,2,1.0,4,1.0
0.410714,0,0.0,0,0.0,1,1.0,0,0.0
0.411215,0,0.0,0,0.0,1,1.0,1,1.0
0.411765,0,0.0,0,0.0,4,1.0,1,1.0
0.412371,0,0.0,0,0.0,1,1.0,0,0.0
0.412698,0,0.0,0,0.0,1,1.0,0,0.0
0.413793,0,0.0,0,0.0,10,1.0,3,1.0
0.414894,0,0.0,0,0.0,1,1.0,0,0.0
0.41573,0,0.0,0,0.0,1,1.0,0,0.0
0.416667,0,0.0,0,0.0,9,1.0,7,1.0
0.417526,0,0.0,0,0.0,1,1.0,0,0.0
0.419355,0,0.0,0,0.0,2,1.0,3,0.6666666666666666
0.419847,0,0.0,0,0.0,1,1.0,0,0.0
0.420455,0,0.0,0,0.0,1,1.0,0,0.0
0.420561,0,0.0,0,0.0,1,1.0,0,0.0
0.421053,0,0.0,0,0.0,8,1.0,8,1.0
0.421348,0,0.0,0,0.0,1,1.0,0,0.0
0.422222,0,0.0,0,0.0,1,1.0,0,0.0
0.42268,0,0.0,0,0.0,2,1.0,0,0.0
0.422764,0,0.0,0,0.0,1,1.0,0,0.0
0.423077,0,0.0,0,0.0,1,1.0,0,0.0
0.424242,0,0.0,0,0.0,3,1.0,0,0.0
0.424779,0,0.0,0,0.0,2,1.0,0,0.0
0.425,0,0.0,0,0.0,6,1.0,0,0.0
0.425703,0,0.0,0,0.0,2,1.0,0,0.0
0.425743,0,0.0,0,0.0,2,0.0,1,0.0
0.428571,0,0.0,0,0.0,21,0.9523809523809523,28,0.8571428571428571
0.42915,0,0.0,0,0.0,1,1.0,1,1.0
0.429907,0,0.0,0,0.0,1,1.0,1,1.0
0.430279,0,0.0,0,0.0,1,1.0,0,0.0
0.431034,0,0.0,0,0.0,1,1.0,2,1.0
0.431579,0,0.0,0,0.0,3,1.0,2,1.0
0.432584,0,0.0,0,0.0,3,1.0,0,0.0
0.433333,0,0.0,0,0.0,1,1.0,2,0.5
0.434783,0,0.0,0,0.0,1,1.0,0,0.0
0.435185,0,0.0,0,0.0,1,1.0,1,1.0
0.435644,0,0.0,0,0.0,1,0.0,1,0.0
0.43617,0,0.0,0,0.0,1,1.0,1,1.0
0.4375,0,0.0,0,0.0,6,1.0,5,1.0
0.438202,0,0.0,0,0.0,4,1.0,1,1.0
0.438247,0,0.0,0,0.0,1,1.0,0,0.0
0.439024,0,0.0,0,0.0,1,1.0,0,0.0
0.439252,0,0.0,0,0.0,1,1.0,0,0.0
0.439655,0,0.0,0,0.0,1,1.0,0,0.0
0.44,0,0.0,0,0.0,2,1.0,0,0.0
0.442478,0,0.0,0,0.0,1,1.0,0,0.0
0.443299,0,0.0,0,0.0,1,1.0,0,0.0
0.44382,0,0.0,0,0.0,1,1.0,2,1.0
0.444444,0,0.0,0,0.0,15,1.0,18,0.9444444444444444
0.445545,0,0.0,0,0.0,1,0.0,0,0.0
0.445783,0,0.0,0,0.0,1,1.0,1,1.0
0.446154,0,0.0,0,0.0,1,1.0,0,0.0
0.446429,0,0.0,0,0.0,1,1.0,0,0.0
0.447154,0,0.0,0,0.0,1,1.0,0,0.0
0.447917,0,0.0,0,0.0,5,1.0,1,1.0
0.448276,0,0.0,0,0.0,6,1.0,1,1.0
0.448598,0,0.0,0,0.0,1,1.0,0,0.0
0.449438,0,0.0,0,0.0,3,1.0,1,1.0
0.449735,0,0.0,0,0.0,1,1.0,0,0.0
0.45,0,0.0,0,0.0,5,1.0,4,1.0
0.451327,0,0.0,0,0.0,2,1.0,0,0.0
0.451613,0,0.0,0,0.0,1,1.0,1,0.0
0.452632,0,0.0,0,0.0,1,1.0,3,1.0
0.454545,0,0.0,0,0.0,12,1.0,9,1.0
0.455285,0,0.0,0,0.0,1,1.0,0,0.0
0.457143,0,0.0,0,0.0,2,1.0,1,1.0
0.458333,0,0.0,0,0.0,1,1.0,1,1.0
0.459677,0,0.0,0,0.0,1,1.0,0,0.0
0.46114,0,0.0,0,0.0,1,1.0,0,0.0
0.461538,0,0.0,0,0.0,10,1.0,27,1.0
0.464567,0,0.0,0,0.0,1,1.0,0,0.0
0.464789,0,0.0,0,0.0,1,1.0,0,0.0
0.465116,0,0.0,0,0.0,1,1.0,0,0.0
0.466292,0,0.0,0,0.0,3,1.0,1,1.0
0.466321,0,0.0,0,0.0,1,1.0,0,0.0
0.466667,0,0.0,0,0.0,12,1.0,12,0.9166666666666666
0.46875,0,0.0,0,0.0,2,1.0,2,1.0
0.469565,0,0.0,0,0.0,1,1.0,0,0.0
0.46988,0,0.0,0,0.0,1,1.0,1,1.0
0.47012,0,0.0,0,0.0,1,1.0,1,1.0
0.470588,0,0.0,0,0.0,7,1.0,2,0.5
0.470874,0,0.0,0,0.0,1,1.0,0,0.0
0.471698,0,0.0,0,0.0,2,1.0,0,0.0
0.47191,0,0.0,0,0.0,2,1.0,2,1.0
0.472222,0,0.0,0,0.0,1,1.0,1,1.0
0.472727,0,0.0,0,0.0,1,1.0,2,1.0
0.473684,0,0.0,0,0.0,4,1.0,6,1.0
0.474104,0,0.0,0,0.0,1,1.0,0,0.0
0.474576,0,0.0,0,0.0,1,1.0,0,0.0
0.475,0,0.0,0,0.0,3,1.0,4,1.0
0.476636,0,0.0,0,0.0,3,1.0,2,1.0
0.477528,0,0.0,0,0.0,2,1.0,1,1.0
0.478261,0,0.0,0,0.0,2,1.0,0,0.0
0.478873,0,0.0,0,0.0,1,1.0,0,0.0
0.479167,0,0.0,0,0.0,1,1.0,1,1.0
0.479381,0,0.0,0,0.0,1,1.0,0,0.0
0.48,0,0.0,0,0.0,1,1.0,0,0.0
0.481481,0,0.0,0,0.0,4,1.0,1,1.0
0.482051,0,0.0,0,0.0,1,1.0,0,0.0
0.482759,0,0.0,0,0.0,1,1.0,1,1.0
0.483146,0,0.0,0,0.0,2,1.0,2,1.0
0.483871,0,0.0,0,0.0,1,1.0,1,1.0
0.484211,0,0.0,0,0.0,2,1.0,2,1.0
0.484375,0,0.0,0,0.0,1,1.0,0,0.0
0.484536,0,0.0,0,0.0,1,1.0,1,1.0
0.484848,0,0.0,0,0.0,9,1.0,4,1.0
0.485714,0,0.0,0,0.0,3,1.0,1,1.0
0.485981,0,0.0,0,0.0,1,1.0,1,1.0
0.486726,0,0.0,0,0.0,1,1.0,0,0.0
0.487805,0,0.0,0,0.0,3,1.0,0,0.0
0.488764,0,0.0,0,0.0,1,1.0,1,1.0
0.489796,0,0.0,0,0.0,2,1.0,1,1.0
0.490291,0,0.0,0,0.0,1,1.0,0,0.0
0.490566,0,0.0,0,0.0,2,1.0,0,0.0
0.493927,0,0.0,0,0.0,1,1.0,0,0.0
0.494382,0,0.0,0,0.0,1,1.0,1,1.0
0.495327,0,0.0,0,0.0,2,1.0,0,0.0
0.495935,0,0.0,0,0.0,1,1.0,1,1.0
0.498008,0,0.0,0,0.0,1,1.0,0,0.0
0.5,0,0.0,0,0.0,374,0.9759358288770054,332,0.9578313253012049
0.503937,0,0.0,0,0.0,1,1.0,0,0.0
0.504348,0,0.0,0,0.0,1,1.0,0,0.0
0.504673,0,0.0,0,0.0,1,1.0,2,1.0
0.504854,0,0.0,0,0.0,1,1.0,1,1.0
0.505051,0,0.0,0,0.0,1,1.0,0,0.0
0.506024,0,0.0,0,0.0,1,1.0,1,1.0
0.508475,0,0.0,0,0.0,1,1.0,0,0.0
0.50996,0,0.0,0,0.0,1,1.0,1,1.0
0.510204,0,0.0,0,0.0,2,1.0,0,0.0
0.511111,0,0.0,0,0.0,1,1.0,0,0.0
0.511236,0,0.0,0,0.0,1,1.0,0,0.0
0.512,0,0.0,0,0.0,1,1.0,0,0.0
0.512195,0,0.0,0,0.0,2,1.0,0,0.0
0.512821,0,0.0,0,0.0,1,1.0,1,1.0
0.512931,0,0.0,0,0.0,2,1.0,0,0.0
0.513944,0,0.0,0,0.0,1,1.0,1,1.0
0.514019,0,0.0,0,0.0,1,1.0,2,1.0
0.514286,0,0.0,0,0.0,1,1.0,0,0.0
0.514563,0,0.0,0,0.0,2,1.0,0,0.0
0.515152,0,0.0,0,0.0,4,1.0,2,1.0
0.515789,0,0.0,0,0.0,1,1.0,2,1.0
0.516129,0,0.0,0,0.0,1,1.0,0,0.0
0.516854,0,0.0,0,0.0,1,1.0,0,0.0
0.517241,0,0.0,0,0.0,3,1.0,3,1.0
0.518219,0,0.0,0,0.0,1,1.0,0,0.0
0.518519,0,0.0,0,0.0,2,1.0,0,0.0
0.519084,0,0.0,0,0.0,1,1.0,0,0.0
0.52,0,0.0,0,0.0,1,1.0,0,0.0
0.520833,0,0.0,0,0.0,1,1.0,3,1.0
0.521368,0,0.0,0,0.0,1,1.0,0,0.0
0.521552,0,0.0,0,0.0,2,1.0,0,0.0
0.521912,0,0.0,0,0.0,1,1.0,2,1.0
0.522267,0,0.0,0,0.0,1,1.0,0,0.0
0.522472,0,0.0,0,0.0,1,1.0,0,0.0
0.522727,0,0.0,0,0.0,2,1.0,0,0.0
0.523364,0,0.0,0,0.0,1,1.0,1,1.0
0.52381,0,0.0,0,0.0,1,1.0,3,1.0
0.524272,0,0.0,0,0.0,1,1.0,0,0.0
0.525,0,0.0,0,0.0,1,1.0,5,1.0
0.525424,0,0.0,0,0.0,2,1.0,0,0.0
0.525773,0,0.0,0,0.0,1,1.0,0,0.0
0.525822,0,0.0,0,0.0,1,1.0,0,0.0
0.526087,0,0.0,0,0.0,1,1.0,0,0.0
0.526316,0,0.0,0,0.0,8,1.0,3,1.0
0.526718,0,0.0,0,0.0,1,1.0,0,0.0
0.527273,0,0.0,0,0.0,1,1.0,1,1.0
0.527778,0,0.0,0,0.0,1,1.0,2,1.0
0.528037,0,0.0,0,0.0,1,1.0,0,0.0
0.528926,0,0.0,0,0.0,1,1.0,0,0.0
0.529412,0,0.0,0,0.0,8,1.0,9,1.0
0.530612,0,0.0,0,0.0,1,1.0,0,0.0
0.530928,0,0.0,0,0.0,1,1.0,0,0.0
0.530973,0,0.0,0,0.0,1,1.0,0,0.0
0.53125,0,0.0,0,0.0,2,1.0,0,0.0
0.533333,0,0.0,0,0.0,8,1.0,3,1.0
0.533708,0,0.0,0,0.0,1,1.0,1,1.0
0.533865,0,0.0,0,0.0,1,1.0,0,0.0
0.534137,0,0.0,0,0.0,1,1.0,0,0.0
0.534351,0,0.0,0,0.0,1,1.0,0,0.0
0.534483,0,0.0,0,0.0,3,1.0,0,0.0
0.534653,0,0.0,0,0.0,2,0.0,0,0.0
0.534884,0,0.0,0,0.0,2,1.0,0,0.0
0.535714,0,0.0,0,0.0,1,1.0,2,1.0
0.536842,0,0.0,0,0.0,1,1.0,1,1.0
0.538153,0,0.0,0,0.0,1,1.0,0,0.0
0.538462,0,0.0,0,0.0,14,1.0,3,1.0
0.53886,0,0.0,0,0.0,1,1.0,1,1.0
0.539326,0,0.0,0,0.0,2,1.0,0,0.0
0.541237,0,0.0,0,0.0,1,1.0,3,1.0
0.541667,0,0.0,0,0.0,1,1.0,0,0.0
0.542169,0,0.0,0,0.0,1,1.0,1,1.0
0.542857,0,0.0,0,0.0,3,1.0,1,1.0
0.544041,0,0.0,0,0.0,1,1.0,0,0.0
0.544944,0,0.0,0,0.0,1,1.0,3,1.0
0.545455,0,0.0,0,0.0,18,1.0,20,1.0
0.54717,0,0.0,0,0.0,1,1.0,0,0.0
0.547368,0,0.0,0,0.0,6,1.0,1,1.0
0.548077,0,0.0,0,0.0,1,1.0,1,1.0
0.548387,0,0.0,0,0.0,3,1.0,1,1.0
0.548673,0,0.0,0,0.0,2,1.0,0,0.0
0.549618,0,0.0,0,0.0,1,1.0,0,0.0
0.549801,0,0.0,0,0.0,2,1.0,1,1.0
0.55,0,0.0,0,0.0,3,1.0,3,1.0
0.550201,0,0.0,0,0.0,1,1.0,0,0.0
0.55102,0,0.0,0,0.0,1,1.0,2,1.0
0.551402,0,0.0,0,0.0,1,1.0,2,1.0
0.551546,0,0.0,0,0.0,1,1.0,0,0.0
0.551724,0,0.0,0,0.0,3,1.0,2,1.0
0.552083,0,0.0,0,0.0,1,1.0,2,1.0
0.552846,0,0.0,0,0.0,1,1.0,1,1.0
0.554217,0,0.0,0,0.0,1,1.0,0,0.0
0.554455,0,0.0,0,0.0,1,0.0,0,0.0
0.555556,0,0.0,0,0.0,22,0.9545454545454546,8,1.0
0.557522,0,0.0,0,0.0,1,1.0,0,0.0
0.557895,0,0.0,0,0.0,3,1.0,3,1.0
0.55814,0,0.0,0,0.0,1,1.0,2,1.0
0.558824,0,0.0,0,0.0,1,1.0,0,0.0
0.56,0,0.0,0,0.0,3,1.0,6,1.0
0.560345,0,0.0,0,0.0,1,1.0,0,0.0
0.560748,0,0.0,0,0.0,1,1.0,0,0.0
0.560976,0,0.0,0,0.0,2,1.0,1,1.0
0.561404,0,0.0,0,0.0,1,1.0,0,0.0
0.561798,0,0.0,0,0.0,1,1.0,2,1.0
0.562249,0,0.0,0,0.0,1,1.0,1,1.0
0.5625,0,0.0,0,0.0,7,1.0,8,1.0
0.564103,0,0.0,0,0.0,1,1.0,0,0.0
0.564767,0,0.0,0,0.0,1,1.0,0,0.0
0.565657,0,0.0,0,0.0,1,1.0,0,0.0
0.566667,0,0.0,0,0.0,2,1.0,1,1.0
0.56701,0,0.0,0,0.0,1,1.0,1,1.0
0.567416,0,0.0,0,0.0,2,1.0,0,0.0
0.568421,0,0.0,0,0.0,5,1.0,0,0.0
0.568966,0,0.0,0,0.0,2,1.0,1,1.0
0.571429,0,0.0,0,0.0,27,0.9629629629629629,25,1.0
0.572917,0,0.0,0,0.0,1,1.0,3,1.0
0.573034,0,0.0,0,0.0,2,1.0,1,1.0
0.573276,0,0.0,0,0.0,1,1.0,0,0.0
0.574074,0,0.0,0,0.0,1,1.0,0,0.0
0.574359,0,0.0,0,0.0,1,1.0,0,0.0
0.575,0,0.0,0,0.0,1,1.0,1,1.0
0.575221,0,0.0,0,0.0,1,1.0,0,0.0
0.575758,0,0.0,0,0.0,3,1.0,0,0.0
0.576923,0,0.0,0,0.0,1,1.0,0,0.0
0.577586,0,0.0,0,0.0,1,1.0,0,0.0
0.577689,0,0.0,0,0.0,1,1.0,0,0.0
0.578652,0,0.0,0,0.0,1,1.0,2,1.0
0.578947,0,0.0,0,0.0,9,1.0,7,1.0
0.58,0,0.0,0,0.0,1,0.0,0,0.0
0.580311,0,0.0,0,0.0,1,1.0,0,0.0
0.580645,0,0.0,0,0.0,2,1.0,0,0.0
0.582329,0,0.0,0,0.0,1,1.0,0,0.0
0.583333,0,0.0,0,0.0,9,1.0,6,1.0
0.584615,0,0.0,0,0.0,2,1.0,0,0.0
0.584677,0,0.0,0,0.0,1,1.0,0,0.0
0.584906,0,0.0,0,0.0,1,1.0,1,1.0
0.585366,0,0.0,0,0.0,3,1.0,0,0.0
0.586207,0,0.0,0,0.0,4,1.0,4,1.0
0.586957,0,0.0,0,0.0,1,1.0,0,0.0
0.588235,0,0.0,0,0.0,14,1.0,2,1.0
0.588785,0,0.0,0,0.0,1,1.0,3,1.0
0.589474,0,0.0,0,0.0,3,1.0,3,1.0
0.589641,0,0.0,0,0.0,1,1.0,0,0.0
0.589744,0,0.0,0,0.0,1,1.0,1,1.0
0.589888,0,0.0,0,0.0,1,1.0,2,1.0
0.590361,0,0.0,0,0.0,1,1.0,2,1.0
0.590909,0,0.0,0,0.0,3,1.0,0,0.0
0.591837,0,0.0,0,0.0,4,1.0,0,0.0
0.592593,0,0.0,0,0.0,2,1.0,0,0.0
0.59375,0,0.0,0,0.0,2,1.0,2,1.0
0.594872,0,0.0,0,0.0,1,1.0,0,0.0
0.59542,0,0.0,0,0.0,2,1.0,0,0.0
0.595506,0,0.0,0,0.0,2,1.0,2,1.0
0.596491,0,0.0,0,0.0,1,1.0,0,0.0
0.597015,0,0.0,0,0.0,1,1.0,1,1.0
0.598131,0,0.0,0,0.0,1,1.0,0,0.0
0.6,0,0.0,0,0.0,75,1.0,84,0.9761904761904762
0.601124,0,0.0,0,0.0,1,1.0,2,1.0
0.601852,0,0.0,0,0.0,1,1.0,0,0.0
0.603448,0,0.0,0,0.0,1,1.0,1,1.0
0.603774,0,0.0,0,0.0,2,1.0,1,1.0
0.604167,0,0.0,0,0.0,1,1.0,1,1.0
0.604651,0,0.0,0,0.0,2,1.0,0,0.0
0.606061,0,0.0,0,0.0,4,1.0,0,0.0
0.606383,0,0.0,0,0.0,1,1.0,0,0.0
0.606742,0,0.0,0,0.0,1,1.0,1,1.0
0.607143,0,0.0,0,0.0,4,1.0,2,1.0
0.607759,0,0.0,0,0.0,1,1.0,0,0.0
0.608466,0,0.0,0,0.0,1,1.0,0,0.0
0.608696,0,0.0,0,0.0,2,1.0,0,0.0
0.608871,0,0.0,0,0.0,1,1.0,0,0.0
0.609756,0,0.0,0,0.0,4,1.0,1,1.0
0.610442,0,0.0,0,0.0,1,1.0,0,0.0
0.610526,0,0.0,0,0.0,3,1.0,6,1.0
0.610619,0,0.0,0,0.0,2,1.0,0,0.0
0.611111,0,0.0,0,0.0,2,0.5,6,1.0
0.61194,0,0.0,0,0.0,1,0.0,0,0.0
0.612245,0,0.0,0,0.0,4,1.0,2,1.0
0.61236,0,0.0,0,0.0,2,1.0,0,0.0
0.612903,0,0.0,0,0.0,1,1.0,0,0.0
0.613402,0,0.0,0,0.0,2,1.0,0,0.0
0.613546,0,0.0,0,0.0,1,1.0,0,0.0
0.614458,0,0.0,0,0.0,1,1.0,0,0.0
0.615385,0,0.0,0,0.0,14,1.0,5,1.0
0.616822,0,0.0,0,0.0,1,1.0,0,0.0
0.617021,0,0.0,0,0.0,1,1.0,0,0.0
0.617647,0,0.0,0,0.0,3,1.0,0,0.0
0.617978,0,0.0,0,0.0,1,1.0,1,1.0
0.619048,0,0.0,0,0.0,2,1.0,1,1.0
0.620192,0,0.0,0,0.0,1,1.0,0,0.0
0.620513,0,0.0,0,0.0,1,1.0,0,0.0
0.62069,0,0.0,0,0.0,4,1.0,1,1.0
0.620968,0,0.0,0,0.0,1,1.0,0,0.0
0.621053,0,0.0,0,0.0,1,1.0,4,1.0
0.622222,0,0.0,0,0.0,1,1.0,1,1.0
0.622642,0,0.0,0,0.0,2,1.0,0,0.0
0.623596,0,0.0,0,0.0,1,1.0,1,1.0
0.623932,0,0.0,0,0.0,1,1.0,0,0.0
0.625,0,0.0,0,0.0,32,1.0,17,0.9411764705882353
0.625641,0,0.0,0,0.0,1,1.0,0,0.0
0.626506,0,0.0,0,0.0,1,1.0,0,0.0
0.628,0,0.0,0,0.0,1,1.0,1,0.0
0.628571,0,0.0,0,0.0,4,1.0,3,1.0
0.62963,0,0.0,0,0.0,3,1.0,0,0.0
0.630769,0,0.0,0,0.0,1,1.0,0,0.0
0.631579,0,0.0,0,0.0,5,1.0,6,1.0
0.632124,0,0.0,0,0.0,1,1.0,0,0.0
0.632653,0,0.0,0,0.0,1,1.0,0,0.0
0.633333,0,0.0,0,0.0,1,1.0,0,0.0
0.633663,0,0.0,0,0.0,1,0.0,0,0.0
0.634146,0,0.0,0,0.0,3,1.0,1,1.0
0.635417,0,0.0,0,0.0,2,1.0,2,1.0
0.636,0,0.0,0,0.0,1,1.0,0,0.0
0.636364,0,0.0,0,0.0,17,1.0,6,1.0
0.63745,0,0.0,0,0.0,1,1.0,0,0.0
0.637931,0,0.0,0,0.0,1,1.0,0,0.0
0.638889,0,0.0,0,0.0,1,1.0,0,0.0
0.64,0,0.0,0,0.0,4,1.0,0,0.0
0.641509,0,0.0,0,0.0,2,1.0,0,0.0
0.642105,0,0.0,0,0.0,3,1.0,3,1.0
0.642487,0,0.0,0,0.0,1,1.0,2,1.0
0.642857,0,0.0,0,0.0,4,1.0,0,0.0
0.645161,0,0.0,0,0.0,1,1.0,0,0.0
0.645503,0,0.0,0,0.0,3,1.0,0,0.0
0.647059,0,0.0,0,0.0,11,1.0,13,1.0
0.647668,0,0.0,0,0.0,1,1.0,2,1.0
0.648148,0,0.0,0,0.0,2,1.0,0,0.0
0.65,0,0.0,0,0.0,10,1.0,2,1.0
0.651163,0,0.0,0,0.0,2,1.0,3,1.0
0.652174,0,0.0,0,0.0,2,1.0,0,0.0
0.652632,0,0.0,0,0.0,1,1.0,5,1.0
0.653061,0,0.0,0,0.0,4,1.0,0,0.0
0.653846,0,0.0,0,0.0,2,1.0,2,1.0
0.654545,0,0.0,0,0.0,1,1.0,0,0.0
0.655172,0,0.0,0,0.0,3,1.0,3,1.0
0.65625,0,0.0,0,0.0,2,1.0,4,1.0
0.656489,0,0.0,0,0.0,1,1.0,0,0.0
0.657143,0,0.0,0,0.0,2,1.0,3,1.0
0.658031,0,0.0,0,0.0,1,1.0,1,1.0
0.658537,0,0.0,0,0.0,1,1.0,0,0.0
0.661355,0,0.0,0,0.0,1,1.0,0,0.0
0.661376,0,0.0,0,0.0,1,1.0,0,0.0
0.661538,0,0.0,0,0.0,2,1.0,0,0.0
