SFAM,HP_k35_queries,HP_k35_fam_rate,HP_k36_queries,HP_k36_fam_rate,FoldSeek_queries,FoldSeek_fam_rate,TEA_queries,TEA_fam_rate
0.224138,0,0.0,0,0.0,1,1.0,3,0.6666666666666666
0.224719,0,0.0,0,0.0,1,1.0,0,0.0
0.225,0,0.0,0,0.0,1,1.0,1,1.0
0.22549,0,0.0,0,0.0,1,1.0,1,1.0
0.225806,0,0.0,0,0.0,2,0.5,1,1.0
0.226415,0,0.0,0,0.0,1,1.0,1,1.0
0.227273,0,0.0,0,0.0,6,1.0,0,0.0
0.227642,0,0.0,0,0.0,1,1.0,0,0.0
0.227723,0,0.0,0,0.0,1,0.0,0,0.0
0.228571,0,0.0,0,0.0,1,1.0,2,1.0
0.228916,0,0.0,0,0.0,2,1.0,0,0.0
0.229885,0,0.0,0,0.0,4,1.0,0,0.0
0.230769,0,0.0,0,0.0,11,0.7272727272727273,6,1.0
0.231481,0,0.0,0,0.0,1,1.0,0,0.0
0.231579,0,0.0,0,0.0,1,1.0,1,1.0
0.233333,0,0.0,0,0.0,3,0.6666666666666666,0,0.0
0.234043,0,0.0,0,0.0,1,0.0,1,1.0
0.235294,0,0.0,0,0.0,5,1.0,4,1.0
0.235849,0,0.0,0,0.0,1,1.0,0,0.0
0.237069,0,0.0,0,0.0,1,1.0,0,0.0
0.237624,0,0.0,0,0.0,2,0.0,1,0.0
0.238095,0,0.0,0,0.0,1,1.0,1,1.0
0.23913,0,0.0,0,0.0,1,1.0,2,1.0
0.24,0,0.0,0,0.0,2,1.0,0,0.0
0.240964,0,0.0,0,0.0,1,1.0,0,0.0
0.241379,0,0.0,0,0.0,5,1.0,3,1.0
0.241935,0,0.0,0,0.0,1,1.0,0,0.0
0.242105,0,0.0,0,0.0,2,1.0,6,1.0
0.242424,0,0.0,0,0.0,3,1.0,7,1.0
0.24359,0,0.0,0,0.0,1,1.0,0,0.0
0.243902,0,0.0,0,0.0,2,1.0,2,1.0
0.244131,0,0.0,0,0.0,1,1.0,0,0.0
0.245098,0,0.0,0,0.0,1,1.0,0,0.0
0.245283,0,0.0,0,0.0,1,1.0,1,1.0
0.247191,0,0.0,0,0.0,1,1.0,0,0.0
0.25,0,0.0,0,0.0,40,0.95,55,0.8909090909090909
0.250996,0,0.0,0,0.0,1,1.0,0,0.0
0.251012,0,0.0,0,0.0,1,1.0,0,0.0
0.252336,0,0.0,0,0.0,1,1.0,0,0.0
0.252577,0,0.0,0,0.0,1,1.0,0,0.0
0.252632,0,0.0,0,0.0,1,1.0,2,1.0
0.252809,0,0.0,0,0.0,2,1.0,1,1.0
0.252874,0,0.0,0,0.0,2,1.0,0,0.0
0.253731,0,0.0,0,0.0,1,1.0,0,0.0
0.254717,0,0.0,0,0.0,1,1.0,2,1.0
0.254902,0,0.0,0,0.0,3,1.0,0,0.0
0.255814,0,0.0,0,0.0,1,1.0,0,0.0
0.25641,0,0.0,0,0.0,1,1.0,1,1.0
0.256637,0,0.0,0,0.0,1,1.0,0,0.0
0.257143,0,0.0,0,0.0,4,0.75,3,1.0
0.258065,0,0.0,0,0.0,2,0.0,1,1.0
0.258621,0,0.0,0,0.0,4,1.0,1,1.0
0.26,0,0.0,0,0.0,2,1.0,1,1.0
0.260417,0,0.0,0,0.0,1,1.0,1,1.0
0.26087,0,0.0,0,0.0,5,1.0,0,0.0
0.263158,0,0.0,0,0.0,7,1.0,6,0.8333333333333334
0.264,0,0.0,0,0.0,1,1.0,0,0.0
0.264151,0,0.0,0,0.0,3,1.0,1,1.0
0.265487,0,0.0,0,0.0,1,1.0,0,0.0
0.265625,0,0.0,0,0.0,2,1.0,0,0.0
0.265957,0,0.0,0,0.0,1,1.0,1,1.0
0.266667,0,0.0,0,0.0,4,1.0,9,1.0
0.26699,0,0.0,0,0.0,1,1.0,0,0.0
0.268293,0,0.0,0,0.0,1,1.0,1,1.0
0.268519,0,0.0,0,0.0,2,1.0,1,1.0
0.269076,0,0.0,0,0.0,1,1.0,0,0.0
0.269231,0,0.0,0,0.0,1,1.0,0,0.0
0.270916,0,0.0,0,0.0,1,0.0,0,0.0
0.271028,0,0.0,0,0.0,1,1.0,0,0.0
0.272727,0,0.0,0,0.0,5,1.0,5,1.0
0.273585,0,0.0,0,0.0,1,1.0,0,0.0
